Age;Job;Marital;Education;Default;Balance;Housing;Loan;Contact;Day;Month;Duration;Campaign;Pdays;Previous;Poutcome;Y
39;Management;Married;Tertiary;No;1654;No;Yes;Cellular;21;Nov;151;1;-1;0;Unknown;No
36;Technician;Married;Secondary;No;1497;No;Yes;Cellular;21;Nov;455;2;94;3;Other;No
54;Blue-collar;Married;Secondary;No;-10;Yes;No;Cellular;21;Nov;490;2;-1;0;Unknown;No
30;Student;Single;Tertiary;No;2766;No;No;Cellular;21;Nov;834;1;-1;0;Unknown;Yes
30;Self-employed;Married;Primary;No;674;Yes;No;Cellular;21;Nov;72;2;-1;0;Unknown;No
47;Self-employed;Married;Secondary;No;318;No;No;Cellular;21;Nov;83;1;-1;0;Unknown;No
53;Technician;Married;Secondary;No;1835;Yes;No;Cellular;21;Nov;184;2;-1;0;Unknown;No
33;Entrepreneur;Married;Tertiary;No;87;Yes;Yes;Cellular;21;Nov;141;4;-1;0;Unknown;No
59;Management;Married;Tertiary;No;261;Yes;Yes;Cellular;21;Nov;124;1;-1;0;Unknown;No
38;Blue-collar;Married;Primary;No;0;Yes;No;Cellular;21;Nov;101;1;-1;0;Unknown;No
52;Management;Married;Tertiary;No;2428;Yes;No;Cellular;21;Nov;294;1;116;3;Failure;No
34;Technician;Divorced;Secondary;No;7;Yes;Yes;Cellular;21;Nov;94;2;199;1;Failure;No
56;Housemaid;Married;Primary;No;445;No;No;Cellular;21;Nov;13;6;-1;0;Unknown;No
32;Blue-collar;Married;Primary;No;9750;Yes;No;Cellular;21;Nov;51;2;-1;0;Unknown;No
54;Retired;Married;Primary;No;235;No;Yes;Cellular;21;Nov;353;2;113;5;Failure;No
49;Admin;Divorced;Secondary;No;6512;No;No;Cellular;21;Nov;93;2;-1;0;Unknown;No
39;Admin;Married;Secondary;No;2319;No;No;Cellular;21;Nov;48;1;137;1;Failure;No
43;Management;Single;Tertiary;No;146;No;No;Cellular;21;Nov;50;1;113;5;Other;No
30;Blue-collar;Married;Secondary;No;0;No;Yes;Cellular;21;Nov;718;1;-1;0;Unknown;No
31;Entrepreneur;Divorced;Secondary;No;82;No;No;Telephone;21;Nov;114;5;-1;0;Unknown;No
34;Management;Married;Tertiary;No;2594;Yes;No;Cellular;21;Nov;161;3;-1;0;Unknown;No
43;Management;Married;Tertiary;No;2083;No;No;Cellular;21;Nov;120;2;-1;0;Unknown;No
56;Management;Married;Secondary;No;2811;No;No;Cellular;21;Nov;150;2;-1;0;Unknown;No
41;Services;Married;Secondary;No;6687;Yes;No;Cellular;21;Nov;41;2;123;3;Failure;No
36;Blue-collar;Married;Secondary;No;3266;Yes;No;Cellular;21;Nov;94;1;-1;0;Unknown;No
30;Blue-collar;Single;Secondary;No;6900;No;No;Cellular;21;Nov;816;1;-1;0;Unknown;No
33;Entrepreneur;Single;Tertiary;No;3017;No;No;Cellular;21;Nov;240;3;-1;0;Unknown;No
30;Student;Single;Tertiary;No;3300;No;No;Cellular;21;Nov;1571;1;-1;0;Unknown;Yes
59;Management;Divorced;Tertiary;No;7813;Yes;No;Cellular;21;Nov;75;1;-1;0;Unknown;No
39;Entrepreneur;Married;Secondary;No;0;No;No;Cellular;21;Nov;108;7;-1;0;Unknown;No
48;Admin;Single;Secondary;No;0;No;Yes;Telephone;21;Nov;47;2;-1;0;Unknown;No
31;Management;Single;Tertiary;No;4718;Yes;No;Cellular;21;Nov;536;1;-1;0;Unknown;Yes
31;Blue-collar;Single;Secondary;No;1565;Yes;No;Cellular;21;Nov;290;6;-1;0;Unknown;No
55;Blue-collar;Divorced;Primary;No;2227;Yes;No;Telephone;21;Nov;148;3;172;3;Failure;No
35;Unemployed;Married;Tertiary;No;259;No;Yes;Cellular;21;Nov;229;2;-1;0;Unknown;No
39;Management;Married;Secondary;No;13578;Yes;No;Cellular;21;Nov;185;2;-1;0;Unknown;No
45;Technician;Married;Secondary;No;0;Yes;No;Telephone;21;Nov;68;1;-1;0;Unknown;No
32;Services;Married;Secondary;No;1076;No;No;Cellular;21;Nov;906;1;129;3;Failure;No
40;Self-employed;Married;Tertiary;No;271;Yes;No;Cellular;21;Nov;124;3;102;4;Failure;No
50;Services;Married;Secondary;No;57435;Yes;No;Cellular;21;Nov;319;3;-1;0;Unknown;No
32;Self-employed;Single;Tertiary;No;-98;No;Yes;Cellular;21;Nov;157;2;-1;0;Unknown;No
31;Technician;Married;Tertiary;No;95;No;No;Cellular;21;Nov;48;6;-1;0;Unknown;No
32;Blue-collar;Single;Secondary;No;1047;No;No;Cellular;21;Nov;89;2;-1;0;Unknown;No
36;Management;Married;Tertiary;No;1619;Yes;No;Cellular;21;Nov;106;2;-1;0;Unknown;No
32;Services;Single;Secondary;No;11287;Yes;No;Cellular;21;Nov;92;7;-1;0;Unknown;No
30;Admin;Married;Secondary;No;4457;Yes;No;Cellular;21;Nov;566;4;-1;0;Unknown;Yes
45;Admin;Single;Secondary;No;946;Yes;No;Cellular;21;Nov;56;2;175;4;Failure;No
57;Admin;Divorced;Secondary;No;6157;No;Yes;Cellular;21;Nov;45;2;-1;0;Unknown;No
37;Entrepreneur;Single;Tertiary;No;65;No;No;Cellular;21;Nov;20;10;113;4;Failure;No
41;Admin;Single;Secondary;No;748;No;No;Telephone;21;Nov;94;7;130;3;Other;No
44;Management;Married;Tertiary;Yes;0;Yes;No;Cellular;21;Nov;123;2;-1;0;Unknown;No
39;Management;Single;Tertiary;No;137;Yes;No;Cellular;21;Nov;408;9;-1;0;Unknown;No
35;Technician;Single;Tertiary;No;817;Yes;No;Cellular;21;Nov;12;5;-1;0;Unknown;No
30;Admin;Single;Secondary;No;105;Yes;No;Cellular;21;Nov;75;1;-1;0;Unknown;No
42;Management;Married;Tertiary;No;36;No;No;Cellular;21;Nov;664;3;-1;0;Unknown;Yes
32;Admin;Married;Tertiary;No;118;No;No;Cellular;21;Nov;383;4;176;10;Failure;No
32;Management;Single;Secondary;No;86;Yes;No;Cellular;21;Nov;78;1;-1;0;Unknown;No
33;Management;Married;Tertiary;No;418;Yes;No;Cellular;21;Nov;159;1;-1;0;Unknown;No
44;Blue-collar;Married;Secondary;No;16178;Yes;No;Cellular;21;Nov;297;1;-1;0;Unknown;No
57;Management;Divorced;Tertiary;No;0;No;Yes;Cellular;21;Nov;61;2;-1;0;Unknown;No
53;Blue-collar;Married;Secondary;No;3036;Yes;No;Cellular;21;Nov;104;2;190;1;Other;No
40;Services;Single;Secondary;No;5129;Yes;Yes;Cellular;21;Nov;222;6;-1;0;Unknown;No
31;Technician;Married;Secondary;No;1230;No;No;Cellular;21;Nov;7;4;-1;0;Unknown;No
52;Management;Single;Tertiary;No;5728;Yes;No;Cellular;21;Nov;79;3;-1;0;Unknown;No
30;Admin;Single;Secondary;No;294;Yes;Yes;Cellular;21;Nov;527;1;-1;0;Unknown;No
32;Admin;Single;Tertiary;No;3816;Yes;No;Cellular;21;Nov;53;3;-1;0;Unknown;No
57;Unemployed;Married;Primary;No;3367;No;No;Telephone;21;Nov;126;1;-1;0;Unknown;No
40;Management;Married;Tertiary;No;1584;Yes;No;Telephone;21;Nov;661;1;-1;0;Unknown;No
52;Management;Married;Tertiary;No;1065;Yes;Yes;Cellular;21;Nov;224;2;175;1;Failure;No
36;Management;Single;Tertiary;No;7;No;No;Unknown;21;Nov;20;1;-1;0;Unknown;No
49;Services;Married;Secondary;No;66;Yes;Yes;Cellular;21;Nov;59;4;-1;0;Unknown;No
36;Management;Single;Tertiary;No;72;Yes;Yes;Cellular;21;Nov;10;7;-1;0;Unknown;No
30;Blue-collar;Married;Secondary;No;618;No;No;Cellular;21;Nov;78;6;-1;0;Unknown;No
34;Unemployed;Married;Secondary;No;6438;Yes;No;Cellular;21;Nov;21;7;-1;0;Unknown;No
57;Management;Married;Tertiary;No;3431;Yes;No;Cellular;21;Nov;55;2;189;1;Failure;No
45;Technician;Married;Secondary;No;2403;No;No;Cellular;21;Nov;207;1;-1;0;Unknown;No
47;Admin;Married;Unknown;No;0;Yes;No;Cellular;21;Nov;85;1;198;1;Failure;No
41;Management;Married;Primary;No;102;Yes;Yes;Cellular;21;Nov;188;1;-1;0;Unknown;No
34;Unknown;Married;Secondary;No;1434;No;No;Cellular;21;Nov;50;2;-1;0;Unknown;No
32;Housemaid;Single;Tertiary;No;23663;Yes;No;Cellular;21;Nov;103;2;-1;0;Unknown;No
57;Technician;Divorced;Secondary;No;2352;Yes;No;Cellular;21;Nov;757;2;-1;0;Unknown;No
41;Management;Married;Secondary;No;0;No;No;Cellular;21;Nov;624;1;-1;0;Unknown;No
57;Retired;Married;Primary;No;5010;No;No;Cellular;21;Nov;570;4;-1;0;Unknown;No
40;Management;Married;Secondary;No;4025;Yes;No;Cellular;21;Nov;139;2;129;4;Failure;No
47;Management;Married;Tertiary;No;7708;Yes;No;Cellular;21;Nov;157;5;-1;0;Unknown;No
49;Management;Married;Tertiary;No;22520;No;No;Cellular;21;Nov;579;9;-1;0;Unknown;Yes
51;Management;Married;Tertiary;No;4;Yes;No;Cellular;21;Nov;58;2;-1;0;Unknown;No
42;Blue-collar;Married;Secondary;No;0;Yes;No;Cellular;21;Nov;328;6;-1;0;Unknown;No
32;Management;Divorced;Tertiary;No;874;No;No;Cellular;21;Nov;366;3;101;6;Success;No
35;Unemployed;Married;Primary;No;3285;No;No;Cellular;21;Nov;1555;2;-1;0;Unknown;Yes
59;Unemployed;Single;Primary;No;7724;No;No;Cellular;21;Nov;373;3;-1;0;Unknown;Yes
37;Blue-collar;Married;Primary;No;2120;Yes;No;Cellular;21;Nov;150;4;-1;0;Unknown;No
31;Unknown;Married;Secondary;No;111;No;No;Cellular;21;Nov;504;2;93;2;Failure;Yes
43;Management;Married;Tertiary;No;1751;Yes;No;Cellular;21;Nov;146;4;-1;0;Unknown;No
57;Housemaid;Divorced;Secondary;No;4969;No;No;Cellular;21;Nov;655;2;-1;0;Unknown;No
43;Technician;Married;Primary;No;201;No;No;Cellular;21;Nov;69;2;-1;0;Unknown;No
41;Blue-collar;Married;Secondary;No;1539;Yes;No;Cellular;21;Nov;139;6;130;3;Failure;No
31;Admin;Single;Secondary;No;144;Yes;No;Cellular;21;Nov;51;2;140;11;Failure;No
59;Blue-collar;Married;Secondary;No;10054;No;No;Cellular;21;Nov;175;3;100;6;Failure;No
52;Blue-collar;Married;Primary;No;28;Yes;No;Telephone;21;Nov;85;3;-1;0;Unknown;No
46;Admin;Divorced;Secondary;No;3163;No;No;Cellular;21;Nov;128;3;-1;0;Unknown;No
43;Unknown;Single;Tertiary;No;2731;No;No;Cellular;21;Nov;11;7;-1;0;Unknown;No
55;Technician;Married;Unknown;No;4746;Yes;No;Cellular;21;Nov;237;2;182;3;Failure;No
55;Retired;Divorced;Secondary;No;1580;No;Yes;Cellular;21;Nov;82;5;155;1;Success;No
49;Services;Married;Primary;No;4713;Yes;No;Telephone;21;Nov;33;1;-1;0;Unknown;No
44;Management;Married;Tertiary;No;-692;No;Yes;Cellular;21;Nov;52;2;-1;0;Unknown;No
51;Unemployed;Married;Secondary;No;74;No;Yes;Cellular;21;Nov;289;3;-1;0;Unknown;No
40;Services;Married;Secondary;No;0;Yes;No;Cellular;21;Nov;43;1;185;2;Failure;No
37;Management;Married;Tertiary;No;2951;No;No;Cellular;21;Nov;101;3;-1;0;Unknown;No
30;Management;Single;Tertiary;No;9634;No;No;Cellular;21;Nov;402;4;101;5;Failure;No
53;Management;Married;Primary;No;13901;Yes;No;Cellular;21;Nov;59;1;-1;0;Unknown;No
32;Entrepreneur;Married;Unknown;No;73;Yes;No;Cellular;21;Nov;158;1;135;1;Failure;No
32;Self-employed;Married;Tertiary;No;14522;No;No;Cellular;21;Nov;221;7;-1;0;Unknown;No
45;Blue-collar;Married;Secondary;No;3169;No;No;Cellular;21;Nov;39;1;-1;0;Unknown;No
35;Entrepreneur;Married;Primary;No;29397;Yes;No;Cellular;21;Nov;166;1;-1;0;Unknown;No
40;Technician;Married;Secondary;No;40;Yes;No;Cellular;21;Nov;73;1;-1;0;Unknown;No
36;Self-employed;Married;Secondary;No;1006;Yes;No;Cellular;21;Nov;89;2;-1;0;Unknown;No
53;Management;Married;Secondary;No;2693;No;No;Cellular;21;Nov;140;1;-1;0;Unknown;No
31;Self-employed;Single;Tertiary;No;17924;Yes;No;Cellular;21;Nov;608;3;-1;0;Unknown;No
31;Services;Married;Secondary;Yes;29;No;No;Cellular;21;Nov;240;3;-1;0;Unknown;No
36;Technician;Divorced;Secondary;No;407;No;No;Cellular;21;Nov;98;1;-1;0;Unknown;No
45;Services;Divorced;Secondary;No;0;Yes;Yes;Cellular;21;Nov;173;1;192;1;Failure;No
31;Management;Married;Unknown;No;4123;No;No;Cellular;21;Nov;584;2;-1;0;Unknown;No
42;Admin;Divorced;Secondary;No;-67;No;No;Cellular;21;Nov;137;2;-1;0;Unknown;No
32;Admin;Single;Secondary;No;540;Yes;No;Cellular;21;Nov;379;2;-1;0;Unknown;No
34;Admin;Single;Secondary;No;892;Yes;No;Cellular;21;Nov;177;2;184;1;Failure;No
47;Technician;Married;Secondary;No;912;No;No;Cellular;21;Nov;1036;2;-1;0;Unknown;No
58;Management;Divorced;Tertiary;No;50;Yes;No;Cellular;21;Nov;675;4;171;4;Failure;No
38;Management;Married;Secondary;No;16236;Yes;No;Cellular;21;Nov;139;3;-1;0;Unknown;No
31;Management;Single;Tertiary;No;3283;No;No;Cellular;21;Nov;377;1;-1;0;Unknown;No
31;Management;Single;Tertiary;No;307;No;No;Cellular;21;Nov;86;2;-1;0;Unknown;No
53;Self-employed;Single;Secondary;No;186;No;No;Cellular;21;Nov;92;2;-1;0;Unknown;No
57;Housemaid;Divorced;Primary;No;492;No;No;Telephone;21;Nov;181;2;-1;0;Unknown;No
37;Services;Single;Secondary;No;105;No;Yes;Cellular;21;Nov;197;2;157;4;Failure;No
31;Services;Married;Secondary;No;490;Yes;No;Cellular;21;Nov;394;5;179;2;Other;No
56;Entrepreneur;Divorced;Tertiary;No;386;No;No;Cellular;21;Nov;65;4;-1;0;Unknown;No
51;Blue-collar;Married;Secondary;No;0;Yes;No;Cellular;21;Nov;8;6;-1;0;Unknown;No
32;Admin;Married;Secondary;No;752;Yes;No;Cellular;21;Nov;82;4;191;1;Failure;No
36;Self-employed;Divorced;Tertiary;No;6385;Yes;No;Cellular;21;Nov;70;2;-1;0;Unknown;No
41;Blue-collar;Married;Secondary;No;1394;Yes;No;Cellular;21;Nov;519;1;-1;0;Unknown;No
44;Blue-collar;Married;Secondary;No;376;Yes;No;Cellular;21;Nov;61;4;-1;0;Unknown;No
39;Technician;Divorced;Secondary;No;566;No;No;Cellular;21;Nov;46;7;-1;0;Unknown;No
40;Admin;Single;Secondary;No;1200;Yes;No;Cellular;21;Nov;163;2;156;8;Failure;No
39;Self-employed;Married;Secondary;No;254;No;No;Cellular;21;Nov;292;3;-1;0;Unknown;No
43;Management;Married;Tertiary;No;2640;No;No;Cellular;21;Nov;314;4;-1;0;Unknown;Yes
46;Technician;Married;Secondary;No;410;No;Yes;Cellular;21;Nov;162;5;-1;0;Unknown;No
34;Management;Single;Tertiary;No;2343;No;No;Telephone;21;Nov;39;9;-1;0;Unknown;No
34;Technician;Married;Unknown;No;863;No;No;Cellular;21;Nov;360;2;-1;0;Unknown;No
45;Management;Single;Tertiary;No;207;No;No;Cellular;21;Nov;230;3;-1;0;Unknown;No
34;Management;Married;Tertiary;No;5195;No;No;Cellular;21;Nov;25;3;-1;0;Unknown;No
41;Student;Single;Secondary;No;1934;Yes;No;Cellular;21;Nov;162;2;-1;0;Unknown;No
38;Admin;Married;Secondary;No;1973;No;No;Cellular;21;Nov;155;2;-1;0;Unknown;No
52;Blue-collar;Married;Primary;No;4793;Yes;No;Telephone;21;Nov;61;3;168;2;Failure;No
44;Blue-collar;Married;Primary;No;0;Yes;Yes;Cellular;21;Nov;32;2;116;3;Other;No
53;Self-employed;Single;Secondary;No;731;No;No;Cellular;21;Nov;251;2;-1;0;Unknown;No
45;Technician;Single;Tertiary;No;302;Yes;No;Cellular;21;Nov;22;2;154;4;Failure;No
30;Self-employed;Married;Tertiary;No;1050;No;No;Cellular;21;Nov;58;2;-1;0;Unknown;No
46;Technician;Married;Secondary;No;2045;Yes;No;Cellular;21;Nov;281;2;-1;0;Unknown;No
34;Entrepreneur;Single;Secondary;No;318;Yes;No;Cellular;21;Nov;36;2;-1;0;Unknown;No
34;Entrepreneur;Single;Tertiary;No;2856;Yes;No;Cellular;21;Nov;165;2;-1;0;Unknown;No
41;Technician;Married;Secondary;No;2125;Yes;Yes;Cellular;21;Nov;285;3;116;4;Failure;No
30;Technician;Single;Secondary;No;2734;No;No;Cellular;21;Nov;459;3;-1;0;Unknown;Yes
50;Retired;Married;Secondary;No;1047;No;No;Cellular;21;Nov;98;5;-1;0;Unknown;No
36;Blue-collar;Married;Secondary;No;3463;Yes;No;Telephone;21;Nov;29;4;-1;0;Unknown;No
46;Technician;Married;Secondary;No;1167;Yes;No;Cellular;21;Nov;1540;2;-1;0;Unknown;Yes
32;Entrepreneur;Single;Tertiary;No;7641;Yes;Yes;Cellular;21;Nov;39;10;-1;0;Unknown;No
31;Entrepreneur;Single;Secondary;No;0;Yes;No;Telephone;21;Nov;544;2;-1;0;Unknown;No
38;Management;Married;Tertiary;No;3436;No;No;Cellular;21;Nov;663;4;-1;0;Unknown;Yes
42;Unemployed;Married;Secondary;No;8131;Yes;No;Cellular;21;Nov;173;4;175;1;Failure;No
34;Entrepreneur;Single;Tertiary;No;714;Yes;No;Cellular;21;Nov;122;3;193;4;Failure;No
30;Blue-collar;Single;Primary;No;5641;No;No;Cellular;21;Nov;695;3;-1;0;Unknown;No
33;Technician;Married;Tertiary;No;44;Yes;No;Cellular;21;Nov;88;2;-1;0;Unknown;No
36;Self-employed;Married;Tertiary;No;634;Yes;No;Cellular;21;Nov;369;2;-1;0;Unknown;No
32;Technician;Single;Tertiary;No;392;Yes;No;Cellular;21;Nov;148;2;-1;0;Unknown;No
55;Blue-collar;Married;Primary;No;1937;Yes;No;Telephone;21;Nov;64;3;-1;0;Unknown;No
59;Management;Married;Unknown;No;3534;No;No;Cellular;21;Nov;216;4;-1;0;Unknown;No
54;Blue-collar;Divorced;Primary;No;0;Yes;No;Cellular;21;Nov;219;2;-1;0;Unknown;No
39;Management;Married;Tertiary;No;15;Yes;Yes;Cellular;21;Nov;90;2;-1;0;Unknown;No
32;Management;Single;Secondary;No;1615;Yes;No;Cellular;21;Nov;164;3;-1;0;Unknown;No
30;Services;Married;Secondary;No;973;Yes;No;Cellular;21;Nov;156;2;-1;0;Unknown;No
56;Blue-collar;Divorced;Secondary;No;9898;Yes;No;Cellular;21;Nov;147;3;-1;0;Unknown;No
30;Services;Married;Secondary;No;0;Yes;No;Cellular;21;Nov;681;4;-1;0;Unknown;Yes
49;Admin;Divorced;Secondary;No;1320;No;No;Cellular;21;Nov;129;2;-1;0;Unknown;No
46;Self-employed;Divorced;Tertiary;No;8017;Yes;Yes;Cellular;21;Nov;169;2;-1;0;Unknown;No
52;Admin;Married;Secondary;No;4493;No;No;Cellular;21;Nov;268;3;-1;0;Unknown;No
43;Admin;Divorced;Secondary;No;738;Yes;No;Cellular;21;Nov;585;4;191;4;Failure;No
45;Blue-collar;Married;Secondary;No;2644;Yes;No;Cellular;21;Nov;36;2;-1;0;Unknown;No
49;Entrepreneur;Married;Tertiary;No;763;No;No;Cellular;21;Nov;129;4;-1;0;Unknown;No
41;Blue-collar;Married;Primary;No;686;Yes;No;Cellular;21;Nov;888;3;-1;0;Unknown;No
37;Management;Single;Tertiary;No;6158;Yes;No;Cellular;21;Nov;14;9;-1;0;Unknown;No
35;Admin;Divorced;Secondary;No;3636;No;Yes;Cellular;21;Nov;808;2;-1;0;Unknown;Yes
41;Admin;Single;Secondary;Yes;0;No;Yes;Cellular;21;Nov;305;6;-1;0;Unknown;No
55;Management;Single;Tertiary;No;4847;Yes;No;Cellular;21;Nov;18;4;106;2;Other;No
55;Management;Married;Secondary;No;1928;No;No;Cellular;21;Nov;87;4;-1;0;Unknown;No
31;Management;Married;Tertiary;No;477;Yes;No;Cellular;21;Nov;77;5;-1;0;Unknown;No
34;Services;Married;Secondary;No;1637;Yes;No;Cellular;21;Nov;107;4;-1;0;Unknown;No
33;Technician;Single;Secondary;No;2466;Yes;No;Cellular;21;Nov;132;2;-1;0;Unknown;No
49;Management;Married;Tertiary;No;5711;Yes;No;Cellular;21;Nov;382;3;-1;0;Unknown;No
37;Technician;Single;Secondary;No;363;Yes;No;Cellular;21;Nov;39;4;182;3;Failure;No
50;Unemployed;Married;Secondary;No;36221;No;No;Cellular;21;Nov;13;2;-1;0;Unknown;No
43;Technician;Married;Secondary;No;3288;Yes;No;Cellular;21;Nov;775;3;-1;0;Unknown;Yes
55;Housemaid;Divorced;Tertiary;No;1241;No;No;Cellular;21;Nov;48;7;154;5;Failure;No
58;Management;Married;Tertiary;No;1602;No;No;Cellular;21;Nov;1032;10;115;3;Failure;No
32;Technician;Single;Unknown;No;354;No;No;Cellular;21;Nov;278;2;-1;0;Unknown;No
34;Management;Single;Tertiary;No;2633;Yes;No;Cellular;21;Nov;705;6;-1;0;Unknown;Yes
33;Blue-collar;Single;Secondary;No;-367;Yes;Yes;Cellular;21;Nov;225;3;-1;0;Unknown;No
36;Management;Married;Tertiary;No;396;No;No;Cellular;21;Nov;64;2;100;5;Failure;No
37;Technician;Married;Secondary;No;807;Yes;No;Cellular;21;Nov;634;4;-1;0;Unknown;No
52;Blue-collar;Married;Secondary;No;580;No;No;Cellular;21;Nov;965;2;-1;0;Unknown;Yes
41;Self-employed;Divorced;Tertiary;No;4418;Yes;No;Cellular;21;Nov;855;3;-1;0;Unknown;No
33;Technician;Divorced;Secondary;No;558;Yes;No;Cellular;21;Nov;258;2;93;3;Failure;No
35;Self-employed;Married;Secondary;No;524;Yes;No;Cellular;21;Nov;484;4;-1;0;Unknown;No
39;Blue-collar;Married;Primary;No;477;Yes;Yes;Cellular;21;Nov;229;2;-1;0;Unknown;No
33;Management;Single;Tertiary;No;0;Yes;Yes;Cellular;21;Nov;330;2;-1;0;Unknown;No
43;Technician;Married;Tertiary;No;6673;Yes;No;Cellular;21;Nov;41;4;-1;0;Unknown;No
30;Blue-collar;Single;Secondary;No;2380;No;No;Cellular;21;Nov;95;3;-1;0;Unknown;No
46;Management;Married;Secondary;No;149;No;No;Cellular;21;Nov;1222;2;-1;0;Unknown;Yes
31;Management;Single;Tertiary;No;2085;Yes;No;Cellular;21;Nov;639;2;93;4;Failure;No
50;Blue-collar;Married;Tertiary;No;5423;Yes;No;Cellular;21;Nov;75;3;-1;0;Unknown;No
49;Management;Married;Tertiary;No;2147;No;No;Cellular;21;Nov;123;2;-1;0;Unknown;No
38;Technician;Married;Secondary;No;2767;Yes;No;Cellular;21;Nov;711;2;-1;0;Unknown;No
39;Blue-collar;Married;Primary;No;119;Yes;No;Cellular;21;Nov;271;2;-1;0;Unknown;No
51;Management;Single;Tertiary;No;6503;No;No;Telephone;21;Nov;178;5;-1;0;Unknown;No
46;Services;Divorced;Secondary;No;4329;No;No;Cellular;21;Nov;534;2;-1;0;Unknown;Yes
30;Blue-collar;Married;Primary;No;2929;Yes;No;Cellular;21;Nov;432;2;184;1;Other;No
48;Technician;Married;Secondary;No;1000;No;No;Cellular;21;Nov;104;2;-1;0;Unknown;No
54;Management;Married;Tertiary;No;1114;Yes;No;Cellular;21;Nov;1195;2;175;1;Other;No
53;Technician;Married;Secondary;No;1738;No;Yes;Cellular;21;Nov;168;2;-1;0;Unknown;No
47;Self-employed;Married;Tertiary;No;3072;No;No;Cellular;21;Nov;229;3;-1;0;Unknown;No
42;Management;Divorced;Secondary;No;764;No;Yes;Cellular;21;Nov;127;3;-1;0;Unknown;No
33;Blue-collar;Divorced;Secondary;No;744;Yes;No;Cellular;21;Nov;59;3;-1;0;Unknown;No
49;Management;Married;Tertiary;No;934;No;Yes;Cellular;21;Nov;158;4;-1;0;Unknown;No
33;Admin;Single;Tertiary;No;12704;Yes;No;Cellular;21;Nov;246;2;-1;0;Unknown;No
33;Entrepreneur;Married;Tertiary;No;83;Yes;No;Cellular;21;Nov;70;2;-1;0;Unknown;No
34;Management;Married;Tertiary;No;731;Yes;No;Cellular;21;Nov;378;4;-1;0;Unknown;No
34;Technician;Divorced;Secondary;No;44;Yes;Yes;Cellular;21;Nov;244;2;-1;0;Unknown;No
35;Entrepreneur;Single;Primary;No;5;No;No;Cellular;21;Nov;140;3;-1;0;Unknown;No
31;Technician;Single;Tertiary;No;967;No;No;Cellular;21;Nov;210;3;-1;0;Unknown;No
33;Admin;Single;Secondary;No;1834;Yes;No;Cellular;21;Nov;11;2;-1;0;Unknown;No
31;Services;Married;Secondary;Yes;-158;Yes;No;Cellular;21;Nov;214;2;-1;0;Unknown;No
30;Technician;Married;Secondary;No;817;Yes;No;Cellular;21;Nov;208;3;91;4;Failure;No
40;Admin;Single;Secondary;No;877;Yes;No;Cellular;21;Nov;12;3;177;6;Failure;No
45;Services;Married;Secondary;No;133;No;No;Cellular;21;Nov;358;3;-1;0;Unknown;No
38;Housemaid;Divorced;Tertiary;No;4312;No;No;Cellular;21;Nov;407;4;182;2;Other;No
45;Retired;Single;Secondary;Yes;86;No;No;Cellular;21;Nov;64;5;-1;0;Unknown;No
45;Blue-collar;Married;Secondary;No;2246;Yes;Yes;Cellular;21;Nov;197;2;99;2;Other;No
42;Services;Married;Unknown;No;7482;No;No;Cellular;21;Nov;126;2;-1;0;Unknown;No
35;Management;Divorced;Tertiary;No;538;Yes;No;Cellular;21;Nov;109;2;193;4;Failure;No
39;Entrepreneur;Married;Secondary;No;1171;No;Yes;Cellular;21;Nov;205;2;-1;0;Unknown;No
44;Housemaid;Married;Primary;No;2388;No;No;Cellular;21;Nov;570;2;-1;0;Unknown;No
47;Blue-collar;Married;Secondary;No;473;Yes;No;Cellular;21;Nov;127;2;176;2;Other;No
37;Management;Single;Tertiary;No;22125;No;Yes;Cellular;21;Nov;331;2;-1;0;Unknown;Yes
48;Technician;Married;Secondary;No;761;No;No;Cellular;21;Nov;307;2;-1;0;Unknown;No
37;Blue-collar;Married;Secondary;No;1407;Yes;No;Cellular;21;Nov;14;7;-1;0;Unknown;No
50;Management;Married;Tertiary;No;4374;Yes;No;Cellular;21;Nov;163;2;113;3;Failure;No
46;Technician;Married;Secondary;No;15120;No;No;Cellular;21;Nov;27;3;108;3;Other;No
52;Entrepreneur;Married;Tertiary;No;2309;No;Yes;Cellular;21;Nov;13;2;-1;0;Unknown;No
38;Management;Married;Unknown;No;1257;No;No;Cellular;21;Nov;64;6;-1;0;Unknown;No
42;Blue-collar;Married;Primary;No;-571;Yes;Yes;Telephone;21;Nov;136;2;179;4;Failure;No
43;Management;Married;Tertiary;No;15423;Yes;Yes;Cellular;21;Nov;170;2;-1;0;Unknown;No
45;Management;Married;Secondary;No;1546;No;No;Telephone;21;Nov;171;2;-1;0;Unknown;No
36;Management;Single;Secondary;No;1785;No;No;Cellular;21;Nov;136;2;-1;0;Unknown;No
41;Blue-collar;Married;Primary;No;1820;Yes;No;Telephone;21;Nov;25;3;-1;0;Unknown;No
33;Blue-collar;Married;Primary;No;1903;Yes;No;Cellular;21;Nov;337;2;182;3;Failure;No
35;Management;Married;Tertiary;No;22569;Yes;No;Cellular;21;Nov;72;4;-1;0;Unknown;No
37;Housemaid;Divorced;Primary;No;0;Yes;Yes;Cellular;21;Nov;158;7;-1;0;Unknown;No
36;Admin;Single;Secondary;No;0;Yes;No;Cellular;21;Nov;139;2;-1;0;Unknown;No
30;Self-employed;Married;Tertiary;No;1036;Yes;Yes;Cellular;21;Nov;82;2;-1;0;Unknown;No
